SurveyId,StartTime,EndTime,Latitude,Longitude,Coverage,Expected,Area,Missing
AU_NOAREA_20220927T1531,2022-09-27 15:31:37,2022-09-27 16:16:04,-8.574682941884962,119.8023485358325,100.0,738,165.8598133312916,0
